fcltNo,station_name,line,station_no,exit_no,detail_pos,start_floor_type,start_floor,end_floor_type,end_floor,status
1311564,이수,7호선,736,내부,내방 방면4-2,지하,B3,지하,B4,M
1311565,이수,7호선,736,내부,남성 방면5-3,지하,B3,지하,B4,M
1311566,이수,7호선,736,11,11번 출입구,지하,B3,지상,1,M
1311596,남성,7호선,737,내부,이수(7) 방면6-2,지하,B2,지하,B3,M
1311597,남성,7호선,737,내부,숭실대입구 방면3-3,지하,B2,지하,B3,M
1311598,남성,7호선,737,3,3번 출입구,지하,B2,지상,1,M
1311610,숭실대입구,7호선,738,내부,상도 방면3-3,지하,B2,지하,B6,I
1311611,숭실대입구,7호선,738,2,2번 출입구,지하,B2,지상,1,M
1311622,상도,7호선,739,내부,숭실대입구 방면4-4,지하,B2,지하,B3,M
1311623,상도,7호선,739,내부,장승배기 방면4-4,지하,B2,지하,B3,M
1311624,상도,7호선,739,5,5번 출입구,지하,B2,지상,1,M
1311636,장승배기,7호선,740,내부,상도 방면4-4,지하,B2,지하,B3,M
1311637,장승배기,7호선,740,내부,신대방삼거리 방면4-4,지하,B2,지하,B3,M
1311638,장승배기,7호선,740,2,2번 출입구,지하,B2,지상,1,M
1311649,신대방삼거리,7호선,741,내부,장승배기 방면4-4,지하,B2,지하,B3,M
1311650,신대방삼거리,7호선,741,내부,보라매 방면4-4,지하,B2,지하,B3,M
1311651,신대방삼거리,7호선,741,내부,고객안전실 측,지하,B1,지하,B2,M
1311652,신대방삼거리,7호선,741,3,3번 출입구,지하,B1,지상,1,M
1311665,보라매,7호선,742,내부,"신풍 방면5-1, 신대방삼거리 방면4-4",지하,B1,지하,B2,M
1311666,보라매,7호선,742,6,6번 출입구,지하,B1,지상,1,M
1311671,신풍,7호선,743,내부,보라매 방면5-4,지하,B1,지하,B2,M
1311672,신풍,7호선,743,내부,대림(7) 방면4-1,지하,B1,지하,B2,M
1311673,신풍,7호선,743,4,4번 출입구,지하,B1,지상,1,M
1311674,신풍,7호선,743,5,5번 출입구,지하,B1,지상,1,M
1311679,대림,7호선,744,내부,신풍 방면5-1,지하,B1,지하,B2,M
1311680,대림,7호선,744,내부,남구로 방면4-4,지하,B1,지하,B2,M
1311681,대림,7호선,744,10,10번 출입구,지하,B1,지상,1,M
1312048,남한산성입구,8호선,823,"3,4",단대오거리 방면4-1,지하,B3,지상,1,M
1312055,단대오거리,8호선,824,내부,남한산성입구 방면2-4,지하,B3,지하,B1,M
1311988,석촌,8호선,815,1,1번 출입구,지하,B1,지상,1,M
1312056,단대오거리,8호선,824,내부,신흥 방면5-1,지하,B3,지하,B1,M
1311991,송파,8호선,816,1,"1,2번 출입구 사이",지하,B1,지상,1,I
1312057,단대오거리,8호선,824,4,4번 출입구,지하,B1,지상,1,M
1312062,신흥,8호선,825,내부,단대오거리 방면4-1,지하,B2,지하,B1,M
1312063,신흥,8호선,825,내부,수진 방면3-4,지하,B2,지하,B1,M
1311989,송파,8호선,816,내부,"가락시장 방면 3-4,4-1 사이",지하,B2,지하,B1,M
1312064,수진,8호선,826,내부,신흥 방면3-4,지하,B2,지하,B1,M
1311990,송파,8호선,816,내부,석촌 방면3-4,지하,B2,지하,B1,M
1312065,수진,8호선,826,내부,모란 방면4-1,지하,B2,지하,B1,M
1781127,송파,8호선,816,내부,4번 출입구,지하,B1,지상,1,I
1312067,모란,8호선,827,내부,수진 방면5-2,지하,B3,지하,B1,M
1312068,모란,8호선,827,내부,모란 방면2-3,지하,B3,지하,B2,M
1312069,모란,8호선,827,11,11번 출입구,지하,B1,지상,1,M
1775064,남위례,8호선,821,1,대합실(1번 출입구),지상,1,지상,2,M
1775065,남위례,8호선,821,5,5번 출입구,지상,1,지상,4,M
1775066,남위례,8호선,821,내부,산성 방면3-4,지상,2,지상,3,M
1813096,암사역사공원,8호선,809,1,1번 출입구,지하,B1,지상,1,M
1813094,암사역사공원,8호선,809,내부,암사 방면3-4,지하,B1,지하,B2,S
1813095,암사역사공원,8호선,809,내부,장자호수공원 방면6-1,지하,B1,지하,B2,M
1813097,암사역사공원,8호선,809,3,3번 출입구,지하,B1,지상,1,M
1825449,복정,8호선,820,1,1번 출입구,지하,B1,지상,1,M
1824637,산성,8호선,822,내부,E/S 11호기 옆,지하,B2,지하,B1,M
1311942,암사,8호선,810,내부,암사역사공원 방면3-4,지하,B2,지하,B1,M
1311943,암사,8호선,810,내부,천호 방면4-1,지하,B2,지하,B1,M
1311944,암사,8호선,810,3,"3,4번 출입구 사이",지하,B1,지상,1,M
1311949,천호,8호선,811,내부,암사 방면2-2,지하,B2,지하,B1,M
1311950,천호,8호선,811,내부,강동구청 방면5-4,지하,B2,지하,B1,M
1311955,강동구청,8호선,812,내부,천호 방면4-2,지하,B3,지하,B2,M
1311956,강동구청,8호선,812,내부,"몽촌토성 방면 3-2,3-3 사이",지하,B3,지하,B2,M
1311957,강동구청,8호선,812,4,4번 출입구,지하,B2,지상,1,M
1311963,몽촌토성,8호선,813,내부,강동구청 방면3-4,지하,B3,지하,B2,M
1311964,몽촌토성,8호선,813,내부,잠실 방면3-4,지하,B3,지하,B2,M
1311965,몽촌토성,8호선,813,내부,대합실,지하,B2,지하,B1,M
1311966,몽촌토성,8호선,813,4,"대합실(B1, 4번 출입구 화장실 앞)",지하,B1,지상,1,M
1311975,잠실,8호선,814,내부,몽촌토성 방면2-3,지하,B3,지하,B1,M
1311976,잠실,8호선,814,내부,석촌 방면5-2,지하,B3,지하,B1,M
1311977,잠실,8호선,814,9,9번 출입구,지하,B1,지상,1,M
1311992,가락시장,8호선,817,내부,송파 방면5-4,지하,B2,지하,B1,M
1311993,가락시장,8호선,817,내부,문정 방면2-3,지하,B2,지하,B1,M
1620277,수진,8호선,826,3,3번 출입구,지하,B1,지상,1,M
1790210,문정,8호선,818,4,4번 출입구,지하,B1,지상,1,M
1311986,석촌,8호선,815,내부,암사 방면3-4,지하,B2,지하,B1,I
1311987,석촌,8호선,815,내부,잠실 방면 3-4,지하,B2,지하,B1,M
1311994,가락시장,8호선,817,내부,암사 방면6-4,지하,B3,지하,B2,M
1311995,가락시장,8호선,817,내부,환승통로(문정 방면1-1),지하,B3,지하,B2,M
1311996,가락시장,8호선,817,"1,2","1,2번 출입구 사이",지하,B2,지상,1,M
1311997,가락시장,8호선,817,"3,4","3,4번 출입구 사이",지하,B1,지상,1,M
1312010,문정,8호선,818,내부,가락시장 방면3-4,지하,B2,지하,B1,M
1312011,문정,8호선,818,내부,장지 방면4-1,지하,B2,지하,B1,M
1312012,문정,8호선,818,2,2번 출입구,지하,B1,지상,1,M
1312015,장지,8호선,819,내부,문정 방면4-1,지하,B2,지하,B1,M
1312016,장지,8호선,819,내부,복정 방면3-4,지하,B2,지하,B1,M
1312017,장지,8호선,819,1,1번 출입구,지하,B1,지상,1,M
1312018,장지,8호선,819,3,3번 출입구,지하,B1,지상,1,M
1312025,복정,8호선,820,내부,"장지 방면3-4, 남위례 방면3-4",지하,B3,지하,B1,M
1312030,산성,8호선,822,내부,남위례 방면6-2,지하,B3,지하,B2,M
1312031,산성,8호선,822,내부,남한산성입구 방면1-3,지하,B3,지하,B2,M
1312033,산성,8호선,822,3,3번 출입구,지하,B1,지상,1,M
1312047,남한산성입구,8호선,823,내부,산성 방면3-4,지하,B2,지하,B3,M
